strength	region	chunk	seed	out	rep_out	command
0	true	13	2026094700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk13.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk13.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026094700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk13.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk13.reps.csv
0	true	14	2026095700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk14.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk14.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026095700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk14.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk14.reps.csv
0	true	15	2026096700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk15.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk15.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026096700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk15.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk15.reps.csv
0	true	16	2026097700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk16.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk16.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026097700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk16.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk16.reps.csv
0	true	17	2026098700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk17.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk17.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026098700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk17.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk17.reps.csv
0	true	18	2026099700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk18.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk18.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026099700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk18.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk18.reps.csv
0	true	19	2026100700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk19.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk19.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026100700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk19.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk19.reps.csv
0	true	20	2026101700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk20.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk20.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026101700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk20.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk20.reps.csv
0	true	21	2026102700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk21.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk21.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026102700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk21.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk21.reps.csv
0	true	22	2026103700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk22.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk22.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026103700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk22.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk22.reps.csv
0	true	23	2026104700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk23.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk23.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region true --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026104700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk23.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_true_chunk23.reps.csv
0	wrong	0	2026081700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk00.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk00.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region wrong --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026081700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk00.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk00.reps.csv
0	wrong	1	2026082700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk01.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk01.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region wrong --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026082700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk01.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk01.reps.csv
0	wrong	2	2026083700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk02.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk02.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region wrong --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026083700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk02.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk02.reps.csv
0	wrong	3	2026084700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk03.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk03.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region wrong --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026084700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk03.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk03.reps.csv
0	wrong	4	2026085700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk04.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk04.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region wrong --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026085700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk04.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk04.reps.csv
0	wrong	5	2026086700	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk05.csv	/tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk05.reps.csv	/tmp/dml_ablation_env/bin/python /tmp/ney_region_targeting_3e131a9/replication/hidden_bias_regional_repair/scripts/validated_reference_transfer.py --reps 4 --bootstraps 50 --n 3000 --epsilon 0.05 --strength 0 --design regional_shift --mar-design box --analysis-region wrong --reference-method ctmle --propensity-mode estimated --learner xgboost --propensity-learner xgboost --repair-mode targeting --c 2 --folds 3 --region-damp-grid 0 0.25 0.5 1 --validation-loss-se 1 --region-selector-ablation legacy --region-detector-c 4 --seed 2026086700 --progress-every 4 --out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk05.csv --rep-out /tmp/dml_low_high_response_ablation_20260830_b50/raw/ctmle_s0_wrong_chunk05.reps.csv
